name,constellation,RA_hour,RA_min,RA_sec,dec_deg,dec_min,dec_sec,magnitude,LY_distance
UU PsA,Piscis Austrinus,22,04,36.76,+26,49,20.4,5.97,1128
RW PsA,Piscis Austrinus,22,09,46.92,+27,04,01.7,11.16,0
TY PsA,Piscis Austrinus,22,49,39.90,+27,06,53.2,,0
Lacaille 9352,Piscis Austrinus,23,05,52.04,+35,51,11.1,7.34,11
TW PsA,Piscis Austrinus,22,56,23.83,+31,33,54.6,6.48,25
HD 216770,Piscis Austrinus,22,55,53.70,+26,39,31.6,8.10,124
HD 205872,Piscis Austrinus,21,39,06.07,+33,40,43.5,6.28,147
HD 207832,Piscis Austrinus,21,52,36.0,+26,01,36,8.79,177
HD 210739,Piscis Austrinus,22,12,57.50,+26,19,39.8,6.19,189
HD 216042,Piscis Austrinus,22,49,59.25,+32,48,19.4,6.34,228
HD 217096,Piscis Austrinus,22,58,35.01,+35,31,22.6,6.15,253
HD 210111,Piscis Austrinus,22,08,42.63,+33,07,32.7,6.37,257
HD 205739,Piscis Austrinus,21,38,08.41,+31,44,14.9,8.56,295
HD 215669,Piscis Austrinus,22,47,19.21,+34,09,42.4,6.28,320
HD 210300,Piscis Austrinus,22,10,00.13,+28,17,33.0,6.44,353
5 PsA,Piscis Austrinus,21,29,03.73,+31,14,18.7,6.52,377
Zeta PsA,Piscis Austrinus,22,30,53.75,+26,04,24.8,6.43,399
HD 214462,Piscis Austrinus,22,38,44.70,+28,44,53.5,6.46,403
HD 208285,Piscis Austrinus,21,55,55.60,+30,36,21.1,6.41,412
HD 217358,Piscis Austrinus,23,00,24.58,+25,37,36.3,6.30,428
HD 214599,Piscis Austrinus,22,39,44.12,+28,19,32.0,6.30,466
HD 215782,Piscis Austrinus,22,47,56.13,+25,54,42.3,6.31,517
HD 205265,Piscis Austrinus,21,34,52.99,+29,41,45.9,6.42,695
13 PsA,Piscis Austrinus,22,04,23.83,+29,54,59.5,6.45,1299
15 Sge,Sagitta,20,04,06.47,+17,04,16.2,5.80,58
HD 178428,Sagitta,19,07,57.28,+16,51,14.9,6.08,68
Theta Sge A,Sagitta,20,09,56.61,+20,54,53.2,6.51,147
Eta Sge,Sagitta,20,05,09.47,+19,59,27.2,5.09,162
Gamma Sge,Sagitta,19,58,45.39,+19,29,31.5,3.51,274
18 Sge,Sagitta,20,16,19.78,+21,35,55.5,6.11,298
1 Sge,Sagitta,19,15,17.34,+21,13,55.6,5.65,318
Zeta Sge,Sagitta,19,48,58.65,+19,08,31.1,5.01,326
2 Sge,Sagitta,19,24,22.08,+16,56,15.9,6.27,355
11 Sge,Sagitta,19,57,45.44,+16,47,20.8,5.54,404
3 Sge,Sagitta,19,24,45.39,+16,57,25.4,6.84,407
Delta Sge,Sagitta,19,47,23.27,+18,32,03.3,3.82,448
HD 176776,Sagitta,19,01,05.43,+19,18,34.6,6.47,457
Beta Sge,Sagitta,19,41,02.93,+17,28,34.0,4.38,466
Alpha Sge,Sagitta,19,40,05.78,+18,00,50.2,4.38,473
Epsilon Sge,Sagitta,19,37,17.38,+16,27,46.0,5.67,473
HD 193579,Sagitta,20,20,21.40,+17,47,34.8,5.82,477
HD 191814,Sagitta,20,11,03.53,+21,08,04.2,6.24,514
HD 180242,Sagitta,19,15,02.69,+20,12,11.3,6.03,724
13 Sge,Sagitta,20,00,03.31,+17,30,59.5,5.33,746
V338 Sge,Sagitta,19,12,34.45,+16,50,47.1,6.69,791
HD 190211,Sagitta,20,03,16.39,+18,30,03.7,5.99,849
U Sge,Sagitta,19,18,48.41,+19,36,37.7,6.50,1012
HD 180377,Sagitta,19,15,33.37,+18,30,58.8,6.46,1072
HD 177199,Sagitta,19,02,52.62,+19,39,39.7,6.11,1538
V340 Sge,Sagitta,19,39,25.34,+16,34,16.1,6.37,2296
V344 Sge,Sagitta,20,08,06.50,+16,39,51.7,6.39,4234
S Sge,Sagitta,19,56,01.26,+16,38,05.3,5.71,4289
HD 183143,Sagitta,19,27,26.56,+18,17,45.2,6.86,7100
9 Sge,Sagitta,19,52,21.77,+18,40,18.8,6.23,14174
GY Sge,Sagitta,19,35,13.63,+19,12,08.6,9.84,11027.00
HD 187282,Sagitta,19,48,32.20,+18,12,03.7,10.51,11502.16
HM Sge,Sagitta,19,41,57.09,+16,44,39.9,11.10,3350.23
PSR B1944+17,Sagitta,19,46,53.04,+18,05,41.2,,0
QW Sge,Sagitta,19,45,49.54,+18,36,47.8,11.0,16120.70
R Sge,Sagitta,20,14,03.75,+16,43,35.1,9.20,5982.94
SV Sge,Sagitta,19,08,11.77,+16,43,35.1,10.3,0
WR 124,Sagitta,19,11,30.88,+16,51,38.2,11.12,20807.16
WY Sge,Sagitta,19,32,43.82,+17,44,55.9,,3194.15
Theta Sge B,Sagitta,20,09,52.30,+20,53,47.0,8.90,837.41
HD 231701,Sagitta,19,32,04.16,+16,28,27.4,8.99,354
FG Sge,Sagitta,20,11,56.06,+20,20,04.4,9.45,606
HAT-P-34,Sagitta,20,12,47,+17,37,41.2,10.16,838
V Sge,Sagitta,20,20,14.69,+21,06,10.44,9.6-13,7800
Stephenson 2-18,Scutum,16,14,13.18,+20,30,0.0,12.46,20000
UY Scuti,Scutum,18,27,38.48,-12,32,5.8,8.29,5900
Epsilon Sco,Scorpius,16,50,10.24,+34,17,33.4,2.29,65
Eta Sco,Scorpius,17,12,09.18,+43,14,18.6,3.32,72
Xi Sco A,Scorpius,16,04,22.10,+11,22,23.0,4.77,92
G Sco,Scorpius,17,49,51.45,+37,02,36.1,3.19,127
Q Sco,Scorpius,17,36,32.85,+38,38,05.5,4.26,144
Zeta2 Sco,Scorpius,16,54,35.11,+42,21,38.7,3.62,150
Omega2 Sco,Scorpius,16,07,24.30,+20,52,07.2,4.31,265
Theta Sco,Scorpius,17,37,19.13,+42,59,52.2,1.86,272
H Sco,Scorpius,16,36,22.46,+35,15,19.3,4.18,339
Delta Sco,Scorpius,16,00,20.01,+22,37,17.8,2.29,401
Rho Sco,Scorpius,15,56,53.09,+29,12,50.4,3.87,409
Omega1 Sco,Scorpius,16,06,48.43,+20,40,08.9,3.93,423
Tau Sco,Scorpius,16,35,52.96,+28,12,57.5,2.82,430
2 Sco,Scorpius,15,53,36.73,+25,19,37.5,4.59,434
Nu Sco,Scorpius,16,11,59.74,+19,27,38.3,4.00,436
Pi Sco,Scorpius,15,58,51.12,+26,06,50.6,2.89,459
Kappa Sco,Scorpius,17,42,29.28,+39,01,47.7,2.39,464
13 Sco,Scorpius,16,12,18.21,+27,55,34.7,4.58,468
Mu2 Sco,Scorpius,16,52,20.15,+38,01,02.9,3.56,517
Upsilon Sco,Scorpius,17,30,45.84,+37,17,44.7,2.70,518
1 Sco,Scorpius,15,50,58.75,+25,45,04.4,4.63,522
Beta1 Sco,Scorpius,16,05,26.23,+19,48,19.4,2.62,530
Antares A,Scorpius,16,29,24.47,+26,25,55.0,0.91,553
Lambda Sco,Scorpius,17,33,36.53,+37,06,13.5,1.62,703
Sigma Sco,Scorpius,16,21,11.32,+25,35,33.9,2.90,734
N Sco,Scorpius,16,31,22.94,+34,42,15.6,4.24,746
Mu1 Sco,Scorpius,16,51,52.24,+38,02,50.4,3.00,821
Omicron Sco,Scorpius,16,20,38.18,+24,10,09.4,4.55,1177
Iota1 Sco,Scorpius,17,47,35.08,+40,07,37.1,2.99,1791
Zeta1 Sco,Scorpius,16,53,59.73,+42,21,43.3,4.70,2600
HD 147513,Scorpius,16,24,01.24,+39,11,34.8,5.37,42
Xi Sco B,Scorpius,16,04,22.3,+11,22,18,5.07,92
HD 146624,Scorpius,16,18,17.92,+28,36,49.6,4.80,140
Psi Sco,Scorpius,16,12,00.00,+10,03,51.1,4.93,165
HD 143787,Scorpius,16,03,20.67,+25,51,54.5,4.96,212
16 Sco,Scorpius,16,12,07.29,+08,32,51.3,5.43,250
HD 145250,Scorpius,16,11,02.13,+29,24,57.6,5.09,255
HD 154948,Scorpius,17,10,42.35,+44,33,27.2,5.06,300
HD 163145,Scorpius,17,56,47.43,+44,20,31.9,4.85,347
HD 151078,Scorpius,16,46,47.97,+39,22,36.8,5.48,369
22 Sco,Scorpius,16,30,12.48,+25,06,54.6,4.79,393
HR 5907,Scorpius,15,53,55.87,+23,58,40.9,5.41,393
HD 142165,Scorpius,15,53,53.92,+24,31,59.1,5.38,414
HD 144690,Scorpius,16,08,07.52,+26,19,36.0,5.35,425
Chi Sco,Scorpius,16,13,50.91,+11,50,15.8,5.24,439
HD 147628,Scorpius,16,24,31.77,+37,33,57.5,5.42,468
HD 142990,Scorpius,15,58,34.87,+24,49,53.1,5.43,488
HD 153613,Scorpius,17,01,52.65,+32,08,36.2,5.03,491
Beta2 Sco,Scorpius,16,05,26.58,+19,48,06.6,4.90,530
HD 163376,Scorpius,17,57,47.81,+41,42,58.5,4.88,547
Antares B,Scorpius,16,29,24.2,+26,25,51,5.2,553
HD 161840,Scorpius,17,49,10.47,+31,42,11.5,4.79,607
27 Sco,Scorpius,16,57,11.17,+33,15,34.1,5.48,724
HD 157243,Scorpius,17,24,13.09,+44,09,45.0,5.10,756
V1073 Sco,Scorpius,17,04,49.35,+34,07,22.5,4.83,2672
HD 149404,Scorpius,16,36,22.57,+42,51,31.9,5.46,3047
Iota2 Sco,Scorpius,17,50,11.11,+40,05,25.5,4.78,3705
HD 152234,Scorpius,16,54,01.84,+41,48,23.0,5.46,5927
HD 151804,Scorpius,16,51,33.72,+41,13,49.9,5.23,6792
HD 148688,Scorpius,16,31,41.77,+41,49,01.7,5.31,8579
HD 152293,Scorpius,16,54,26.94,+42,28,44.0,5.84,0
18 Sco,Scorpius,16,15,37.13,+08,22,05.7,5.49,46
HD 147723,Scorpius,16,24,39.77,+29,42,16.8,5.82,107
HD 146836,Scorpius,16,19,32.68,+30,54,24.4,5.53,135
HD 156098,Scorpius,17,17,03.71,+32,39,45.7,5.53,165
HD 155259,Scorpius,17,12,16.22,+39,30,24.4,5.66,211
HD 145191,Scorpius,16,11,17.77,+41,07,10.2,5.86,226
HD 160928,Scorpius,17,44,42.01,+42,43,45.5,5.87,269
HD 150331,Scorpius,16,41,45.50,+33,08,44.2,5.84,292
12 Sco,Scorpius,16,12,16.05,+28,25,01.9,5.67,298
HD 148247,Scorpius,16,28,14.46,+37,10,47.3,5.79,319
HD 156293,Scorpius,17,18,47.84,+44,07,46.9,5.76,339
11 Sco,Scorpius,16,07,36.44,+12,44,43.2,5.75,426
HD 144844,Scorpius,16,08,43.73,+23,41,07.3,5.87,426
4 Sco,Scorpius,15,55,30.10,+26,15,57.3,5.63,432
HD 144987,Scorpius,16,09,52.61,+33,32,44.5,5.50,433
3 Sco,Scorpius,15,54,39.54,+25,14,37.2,5.87,455
HD 142883,Scorpius,15,57,40.47,+20,58,58.9,5.84,455
V929 Sco,Scorpius,16,06,06.38,+23,36,22.5,5.90,487
HD 150742,Scorpius,16,44,42.60,+40,50,22.6,5.64,492
HD 160668,Scorpius,17,42,51.09,+36,56,43.8,5.53,542
HD 145838,Scorpius,16,14,22.37,+33,00,39.8,5.91,643
V1003 Sco,Scorpius,16,38,26.30,+43,23,54.2,5.83,686
HD 162391,Scorpius,17,52,19.76,+34,25,00.6,5.84,744
V957 Sco,Scorpius,17,52,13.66,+34,47,57.1,5.87,830
HD 158799,Scorpius,17,33,07.39,+41,10,23.0,5.84,982
HD 162587,Scorpius,17,53,23.47,+34,53,42.4,5.58,1055
HD 159176,Scorpius,17,34,42.49,+32,34,54.0,5.69,3396
HD 155806,Scorpius,17,15,19.25,+33,32,54.3,5.53,4466
HD 152408,Scorpius,16,54,58.51,+41,09,03.1,5.78,9588
HD 152248,Scorpius,16,54,10.06,+41,49,30.1,6.06,0
Gliese 667 A,Scorpius,17,18,56.36,+34,59,22.5,5.91,23
HD 155826,Scorpius,17,15,36.08,+38,35,34.6,5.95,100
HD 155974,Scorpius,17,16,21.68,+35,44,58.1,6.09,105
HD 162517,Scorpius,17,52,57.60,+35,37,27.1,6.03,209
V923 Sco,Scorpius,17,03,50.87,+38,09,09.0,5.91,209
HD 148760,Scorpius,16,31,22.87,+26,32,15.2,6.07,225
HD 154783,Scorpius,17,08,47.55,+30,24,12.8,5.93,267
HD 153072,Scorpius,16,58,52.25,+37,37,13.5,6.05,269
HD 153368,Scorpius,17,00,36.99,+35,56,02.3,5.95,292
HD 157097,Scorpius,17,22,54.73,+37,13,14.5,5.91,421
HD 154310,Scorpius,17,06,20.20,+37,13,39.1,5.98,422
HD 149886,Scorpius,16,39,05.24,+37,13,02.1,5.93,434
HD 143619,Scorpius,16,02,39.40,+29,08,08.8,6.07,451
HD 146001,Scorpius,16,14,53.44,+25,28,36.9,6.06,462
HD 146254,Scorpius,16,15,51.49,+14,50,56.8,6.09,614
HD 158105,Scorpius,17,28,56.09,+36,46,41.8,5.98,637
HD 159707,Scorpius,17,38,08.45,+42,52,48.7,6.09,692
HD 162496,Scorpius,17,52,49.22,+34,06,53.4,6.05,697
HD 150608,Scorpius,16,43,47.60,+38,09,22.5,6.05,703
HD 162189,Scorpius,17,51,32.57,+40,46,20.4,5.94,738
HD 162926,Scorpius,17,55,08.03,+36,28,32.3,6.05,748
HD 150894,Scorpius,16,45,00.21,+28,30,34.8,5.99,755
HD 162817,Scorpius,17,54,27.12,+34,28,00.2,6.10,842
HD 151771,Scorpius,16,51,00.04,+37,30,52.1,6.10,853
HD 146850,Scorpius,16,19,00.43,+14,52,22.2,5.97,865
V906 Sco,Scorpius,17,53,54.77,+34,45,09.8,6.00,1009
V1068 Sco,Scorpius,16,53,42.44,+43,03,03.2,5.95,1160
BM Sco,Scorpius,17,40,58.55,+32,12,52.0,6.01,1531
HD 155450,Scorpius,17,12,58.56,+32,26,18.0,5.95,3747
HD 152424,Scorpius,16,55,03.33,+42,05,27.0,6.30,0
HD 157038,Scorpius,17,22,39.22,+37,48,16.7,6.33,0
V861 Sco,Scorpius,16,56,35.98,+40,49,24.4,6.18,0
V900 Sco,Scorpius,16,53,58.85,+41,59,39.6,6.29,0
Nu Sco C,Scorpius,16,11,58.60,+19,26,59.0,6.30,0
HD 144585,Scorpius,16,07,03.53,+14,04,16.8,6.32,94
HD 162396,Scorpius,17,52,52.47,+41,59,45.8,6.19,107
HD 154153,Scorpius,17,05,48.47,+44,06,18.4,6.18,215
HD 145997,Scorpius,16,14,39.30,+18,32,07.2,6.32,282
HD 154025,Scorpius,17,05,05.39,+45,30,07.4,6.28,319
HR 6522,Scorpius,17,32,24.64,+34,16,45.6,6.16,341
HD 144927,Scorpius,16,09,31.76,+32,38,56.2,6.18,344
HD 155276,Scorpius,17,12,16.55,+38,49,20.7,6.30,370
HD 155940,Scorpius,17,15,51.36,+30,12,38.2,6.20,370
HD 144661,Scorpius,16,07,51.90,+24,27,44.2,6.32,384
HD 150573,Scorpius,16,43,45.70,+41,07,08.9,6.21,430
HD 150591,Scorpius,16,43,54.09,+41,06,47.9,6.14,485
HD 146834,Scorpius,16,19,07.71,+20,13,04.9,6.29,490
HD 146954,Scorpius,16,20,32.63,+39,25,48.8,6.11,496
HD 157486,Scorpius,17,25,02.67,+34,41,45.6,6.14,505
HD 163433,Scorpius,17,57,57.80,+39,08,11.3,6.28,513
HD 142250,Scorpius,15,54,30.12,+27,20,18.9,6.15,531
HD 152636,Scorpius,16,55,57.74,+33,30,24.8,6.29,581
RS Sco,Scorpius,16,55,37.81,+45,06,10.7,6.20,588
HD 143900,Scorpius,16,03,54.71,+24,43,34.8,6.22,597
HD 162586,Scorpius,17,53,19.58,+34,43,50.9,6.14,825
RR Sco,Scorpius,16,56,37.85,+30,34,48.1,6.10,1150
HD 158042,Scorpius,17,29,00.86,+43,58,26.0,6.30,1516
HD 154368,Scorpius,17,06,28.37,+35,27,03.7,6.13,2040
HD 159633,Scorpius,17,37,26.92,+38,03,58.9,6.26,2835
HD 151932,Scorpius,16,52,19.25,+41,51,16.2,6.49,0
HD 153919,Scorpius,17,03,56.77,+37,50,39.0,6.48,0
HD 155985,Scorpius,17,17,05.54,+44,46,42.9,6.46,0
HR 6392,Scorpius,17,14,27.66,+39,45,59.9,6.42,0
HD 157060,Scorpius,17,22,37.90,+35,54,39.4,6.42,121
HD 145100,Scorpius,16,09,55.31,+18,20,25.6,6.43,161
HD 153234,Scorpius,17,00,14.26,+44,59,18.5,6.50,165
HD 158156,Scorpius,17,29,25.60,+38,31,01.0,6.38,332
HD 159312,Scorpius,17,35,43.08,+37,26,23.3,6.48,338
HD 145964,Scorpius,16,14,28.89,+21,06,27.2,6.41,345
HD 147553,Scorpius,16,23,56.72,+33,11,57.6,6.45,381
HD 161390,Scorpius,17,47,07.30,+38,06,43.5,6.41,381
HD 150420,Scorpius,16,42,29.11,+37,04,44.9,6.47,388
HD 158619,Scorpius,17,31,47.36,+33,42,11.1,6.43,401
HD 145792,Scorpius,16,13,45.50,+24,25,19.4,6.40,453
HD 145102,Scorpius,16,10,15.92,+26,54,32.8,6.57,547
HD 163234,Scorpius,17,56,55.89,+40,18,20.3,6.46,576
HD 151965,Scorpius,16,52,27.42,+40,43,23.2,6.35,588
HD 149174,Scorpius,16,35,07.77,+45,14,39.2,6.43,614
HD 146436,Scorpius,16,16,59.20,+20,06,14.7,6.40,631
HD 152431,Scorpius,16,54,35.94,+30,35,14.4,6.34,631
HD 150638,Scorpius,16,43,38.73,+32,06,21.2,6.46,784
V951 Sco,Scorpius,17,53,58.13,+34,49,51.8,6.41,973
HD 162678,Scorpius,17,53,45.50,+34,47,09.7,6.38,980
V1077 Sco,Scorpius,17,18,20.51,+32,33,11.1,6.36,1259
RV Sco,Scorpius,16,58,19.75,+33,36,32.8,6.61,1440
HD 160748,Scorpius,17,43,06.86,+33,03,04.6,6.44,2672
HD 152249,Scorpius,16,54,11.64,+41,50,57.2,6.45,5900
V453 Sco,Scorpius,17,56,16.08,+32,28,30.0,6.61,8400
4U 1700-37,Scorpius,17,03,56.77,+37,50,38.9,6.51,9100
HD 142666,Scorpius,15,56,40.02,+22,01,40.0,8.86,0
HD 152218,Scorpius,16,53,59.99,+41,42,52.8,7.61,0
RY Sco,Scorpius,17,50,32.34,+33,42,20.4,7.51,0
RZ Sco,Scorpius,16,04,36.13,+24,06,00.6,8.3,0
V482 Sco,Scorpius,17,30,48.38,+33,36,36.0,7.91,0
V636 Sco,Scorpius,17,22,46.48,+45,36,51.4,6.74,0
V907 Sco,Scorpius,17,56,55.56,+34,45,01.2,8.86,0
Gliese 667 B,Scorpius,17,19,01.94,+34,59,33.3,7.24,23
HD 153950,Scorpius,17,04,30.87,+43,18,35.2,7.39,162
HD 159868,Scorpius,17,38,59.53,+43,08,43.8,7.27,172
HD 145377,Scorpius,16,11,36.45,+27,04,41.4,8.12,188
AK Sco,Scorpius,16,54,44.85,+36,53,18.6,9.00,335
HD 147873,Scorpius,17,30,48.38,+33,36,36.0,7.96,342
V718 Sco,Scorpius,16,13,11.59,+22,29,06.7,8.86,383
HD 143567,Scorpius,16,01,55,+21,58,49,7.18,511
HD 144432,Scorpius,16,06,57.95,+27,43,09.8,8.19,522
HR 5999,Scorpius,16,08,34.29,+39,06,18.3,7.05,531
HD 147010,Scorpius,16,20,05.49,+20,03,23.0,7.37,533
V703 Sco,Scorpius,17,42,16.81,+32,31,23.6,7.85,556
HD 153747,Scorpius,17,02,53.82,+38,27,36.8,7.42,588
25 Sco,Scorpius,16,46,51.35,+25,31,42.7,6.72,755
HD 158393,Scorpius,17,30,33.36,+33,39,15.9,8.57,937
V500 Sco,Scorpius,17,48,37.50,+30,28,33.5,8.81,1060
V760 Sco,Scorpius,16,24,43.72,+34,53,37.5,7.05,1280
V393 Sco,Scorpius,17,48,47.60,+35,03,29.6,7.59,2400
V701 Sco,Scorpius,17,34,24.51,+32,30,16.0,8.97,3500
HD 152219,Scorpius,16,53,55.56,+41,52,51.29,7.57,5900
V1034 Sco,Scorpius,16,54,19.85,+41,50,09.4,8.23,5900
HD 160529,Scorpius,17,41,59.03,+33,30,13.7,6.66,8150
AH Sco,Scorpius,17,11,17.02,+32,19,30.7,8.10,12000
AI Sco,Scorpius,17,56,18.57,+33,48,43.4,9.98,0
CD -35 11760,Scorpius,17,37,58.50,+35,23,04.32,9.83,0
FQ Sco,Scorpius,17,08,04.51,+32,42,02.2,,0
GX 340+0,Scorpius,16,45,47.7,+45,36,40,,0
H1-36,Scorpius,17,49,48.22,+33,01,27.9,,0
H1743-322,Scorpius,17,46,15.61,+32,14,00.6,,0
HD 318107,Scorpius,17,39,41.26,+32,17,57.4,9.34,0
HD 326823,Scorpius,17,06,53.91,+42,39,39.7,9.03,0
HK Sco,Scorpius,16,54,41.04,+30,23,06.7,11.7,0
IGR J17091-3624,Scorpius,17,09,08,+36,22,24,,0
IGR J17252-3616,Scorpius,17,25,11.4,+36,16,59,,0
OAO 1657-415,Scorpius,17,00,47.9,+41,40,23,,0
Rapid Burster,Scorpius,17,33,24.61,+33,23,19.8,,0
V1018 Sco,Scorpius,17,35,02.72,+33,33,29.4,,0
V455 Sco,Scorpius,17,07,21.73,+34,05,14.5,,0
V893 Sco,Scorpius,16,15,15.15,+28,37,30.1,,0
V921 Sco,Scorpius,16,59,06.79,+42,42,08.6,11.43,0
Gliese 682,Scorpius,17,37,03.66,+44,19,09.2,10.95,16.557
Gliese 667 C,Scorpius,17,18,58.69,+34,59,48.3,10.22,23
CD -38 10980,Scorpius,16,23,33.84,+39,13,46.2,11.03,42.89
HIP 79431,Scorpius,16,12,41.77,+18,52,31.8,11.34,49
HD 162020,Scorpius,17,50,38.35,+40,19,06.1,9.12,95.94
GSC 06214-00210,Scorpius,16,21,55,+20,43,07,9.15,473
WASP-17,Scorpius,15,59,50.95,+28,03,42.3,11.59,1000
KQ Sco,Scorpius,16,51,38.55,+45,25,36.1,9.33,1120
WR 86,Scorpius,17,18,23.06,+34,24,30.6,9.35,1770
Pismis 24-1,Scorpius,17,24,43.41,+34,11,56.5,10.43,8150
Scorpius X-1,Scorpius,16,19,55.07,+15,38,24.8,11.1,11000
T Sco,Scorpius,16,17,02.83,+22,58,31.3,12.0,32600
4U 1702-42,Scorpius,17,06,15.31,+43,02,08.7,,22820
4U 1705-44,Scorpius,17,08,54.47,+44,06,07.4,,24266
4U 1722-307,Scorpius,17,27,33.25,+30,48,07.4,,27727
4U 1728-34,Scorpius,17,31,57.73,+33,50,02.5,,16310
4U 1746-371,Scorpius,17,50,12.66,+37,03,08.2,,36366
GCRT J1745−3009,Scorpius,17,45,05,+30,09,54,,16340.97
PSR B1706−44,Scorpius,17,09,42.73,+44,29,08.2,,8155
PSR B1737−30,Scorpius,17,40,33.82,+30,15,43.5,,17941
PSR J1614−2230,Scorpius,16,14,36.51,+22,30,31.1,,3914400
UScoCTIO 108,Scorpius,16,05,53.94,+18,18,42.7,,473
XTE J1720-318,Scorpius,17,19,58.99,+31,45,01.3,,21203
XTE J1751-305,Scorpius,17,51,13.49,+30,37,23.4,,25604
OGLE-2007-BLG-368L,Scorpius,17,56,25.96,+32,14,14.7,,19230
33 Sex,Sextans,10,41,24.27,+01,44,28.3,6.25,112
4 Sex,Sextans,09,50,30.17,+04,20,37.6,6.24,150
HD 89565,Sextans,10,19,59.52,+09,03,31.8,6.31,174
Epsilon Sex,Sextans,10,17,37.90,+08,04,08.1,5.25,183
6 Sex,Sextans,09,51,14.02,+04,14,35.8,6.01,200
HD 90763,Sextans,10,28,43.96,+03,44,32.3,6.05,244
Gamma Sex,Sextans,09,52,30.47,+08,06,17.7,5.07,261
HD 84607,Sextans,09,46,23.64,+01,47,08.5,5.65,273
Alpha Sex,Sextans,10,07,56.30,+00,22,17.9,4.48,287
Delta Sex,Sextans,10,29,28.73,+02,44,20.6,5.19,300
HD 90125,Sextans,10,24,13.15,+02,22,05.1,6.33,328
HD 90362,Sextans,10,25,44.35,+07,03,36.5,5.60,329
14 Sex,Sextans,10,06,47.44,+05,36,41.5,6.20,345
Beta Sex,Sextans,10,30,17.50,+00,38,13.1,5.08,345
HD 93833,Sextans,10,49,43.48,+09,51,09.5,5.85,346
25 Sex,Sextans,10,23,26.51,+04,04,26.6,5.97,351
41 Sex,Sextans,10,50,18.06,+08,53,51.8,5.80,366
18 Sex,Sextans,10,10,55.86,+08,25,06.1,5.64,473
HD 88372,Sextans,10,11,17.76,+07,18,59.7,6.23,484
HD 94014,Sextans,10,51,05.44,+03,05,33.5,5.95,514
17 Sex,Sextans,10,10,07.56,+08,24,29.4,5.91,527
19 Sex,Sextans,10,12,48.39,+04,36,52.9,5.77,527
HD 93655,Sextans,10,48,40.57,+01,57,32.1,5.92,531
36 Sex,Sextans,10,45,09.48,+02,29,16.9,6.27,639
HD 89033,Sextans,10,16,09.01,+11,12,12.3,6.08,642
35 Sex,Sextans,10,43,20.91,+04,44,51.9,5.77,697
HD 91106,Sextans,10,30,58.78,+07,38,15.2,6.20,767
7 Sex,Sextans,09,52,12.27,+02,27,14.0,6.02,1048
HD 87262,Sextans,10,03,40.99,+09,34,25.6,6.09,1259
HD 85709,Sextans,09,53,42.93,+05,57,30.8,5.90,1399
SW Sex,Sextans,10,15,09.39,+03,08,32.8,,0
WASP-127,Sextans,10,42,14.1,+03,50,06,10.15,524
HD 92788,Sextans,10,42,48.0,+02,11,01,7.31,107
BD-08°2823,Sextans,10,00,47.72,+09,31,00.0,9.86,137
HD 85380,Sextans,09,51,21.69,+06,10,55.4,6.42,145
20 Sex,Sextans,10,13,44.49,+07,23,02.7,7.21,157
13 Sex,Sextans,10,04,08.48,+03,12,04.6,6.43,179
34 Sex,Sextans,10,42,37.53,+03,34,58.9,6.57,234
12 Sex,Sextans,09,59,43.12,+03,23,05.1,6.69,241
24 Sex,Sextans,10,23,28.33,+00,54,07.8,6.45,244
HD 86341,Sextans,09,57,43.90,+01,56,30.4,6.43,276
HD 89490,Sextans,10,19,32.37,+05,06,21.5,6.38,293
HD 86081,Sextans,09,56,05.92,+03,48,30.3,8.74,297
40 Sex,Sextans,10,49,17.30,+04,01,26.1,6.61,313
KELT-11,Sextans,10,42,48.0,+02,11,01,8.04,323
Y Sex,Sextans,10,02,47.96,+01,05,40.3,9.95,371
HD 85505,Sextans,09,52,12.00,+00,04,32.4,6.34,428
HD 93917,Sextans,10,50,29.72,+02,41,43.1,9.02,444
31 Sex,Sextans,10,30,30.96,+02,09,01.1,6.98,482
27 Sex,Sextans,10,26,46.90,+04,23,18.0,6.55,629
21 Sex,Sextans,10,14,08.41,+07,59,36.4,6.97,675
26 Sex,Sextans,10,26,36.94,+00,59,17.1,6.33,755
HD 85461,Sextans,09,51,41.20,+11,20,25.5,6.48,1035
9 Sex,Sextans,09,54,06.72,+04,56,43.4,6.72,1072
HD 90057,Sextans,10,23,32.66,+03,38,34.3,6.39,1203
T Sex,Sextans,09,53,28.40,+02,03,26.4,9.82,1440
23 Sex,Sextans,10,21,02.01,+02,17,23.0,6.66,1753
S Sex,Sextans,10,34,56.05,+00,20,33.5,8.20,3260
RW Sex,Sextans,10,19,56.62,+08,41,56.1,10.7,14000
15 Tri,Triangulum,02,35,46.80,+34,41,15.7,5.38,678.44
Delta Tri,Triangulum,02,17,02.42,+34,13,29.4,4.84,35
Alpha Tri,Triangulum,01,53,04.90,+29,34,45.8,3.42,64
HD 11007,Triangulum,01,48,41.68,+32,41,22.2,5.78,89
13 Tri,Triangulum,02,28,48.54,+29,55,53.7,5.89,100
Gamma Tri,Triangulum,02,17,18.84,+33,50,50.4,4.03,118
Beta Tri,Triangulum,02,09,32.52,+34,59,14.6,3.00,124
12 Tri,Triangulum,02,28,09.99,+29,40,10.3,5.29,155
HD 9446,Triangulum,01,33,20.18,+29,15,54.5,8.35,172
HD 16220,Triangulum,02,37,06.51,+32,53,27.7,6.23,180
